,Name,Neuron,Cond,LatentVar1,LatentVar2,LatentVar3,LatentVar4
0,{RMEL}_{STAM_appetitive_trained_ON}_{LEIFstapTrained2BUT_onStep_lev},RMEL,STAM_appetitive_trained_ON,2.329459172632231,-1.5245482462140068,0.5530011795805864,-0.8745705053112073
1,{ASKR}_{LTAM_aversive_trained_ON}_{LEIFltavTrained8BUT_onStep_lev},ASKR,LTAM_aversive_trained_ON,-0.6349589260026877,-0.010489125114069776,0.43039604078204274,-0.01931837543948525
2,{ADFR}_{LTAM_aversive_trained_ON}_{LEIFLTAVTrained13BUT_onStep_lev},ADFR,LTAM_aversive_trained_ON,0.2124472658837769,-0.46277154397422593,-0.19455201792755022,-0.014520729056775922
3,{AWBR}_{STAM_appetitive_mock_OFF}_{LEIFStapMOCK34BUT_offStep_lev},AWBR,STAM_appetitive_mock_OFF,0.9195353627175638,-0.13595476093980768,0.29461423321422214,-0.5805815306949973
4,{AVAR}_{STAM_aversive_mock_ON}_{LEIFmockSTAV16BUT_onStep_lev},AVAR,STAM_aversive_mock_ON,0.00937868856854455,0.5392604048525056,0.30750636326551584,-1.1097654585352705
5,{ADLR}_{LTAM_aversive_mock_OFF}_{LEIFLtavMOCK8BUT_offStep_lev},ADLR,LTAM_aversive_mock_OFF,-2.015339738819983,2.745229954182066,-4.423282794994787,-3.139852350096412
6,{ADLL}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained213BUT_onStep_lev},ADLL,LTAM_appetitive_trained_ON,-0.8686058963759604,-0.2953297273367606,0.8018733349588453,-0.30466772764376016
7,{ADLL}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained5BUT_onStep_lev},ADLL,LTAM_appetitive_trained_ON,0.09828950043186194,0.12441989687254792,0.00017999915669428442,0.17211987038336746
8,{AVBR}_{STAM_aversive_trained_OFF}_{LEIFstavTrained4BUT_offStep_lev},AVBR,STAM_aversive_trained_OFF,-0.1386734886313652,0.2054431996527386,-0.022314660222418497,0.056555156326233265
9,{ASKR}_{STAM_appetitive_mock_ON}_{LEIFStapMOCK42BUT_onStep_lev},ASKR,STAM_appetitive_mock_ON,-0.372896895533622,0.05066257060176402,0.3003905341222926,0.2154979362712975
10,{RMEV}_{LTAM_appetitive_mock_OFF}_{LEIFLTAPMock2BUT_offStep_lev},RMEV,LTAM_appetitive_mock_OFF,0.1839393414966484,0.1549829864575677,-0.17845770766469748,0.15122690805061453
11,{AVER}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained314BUT_onStep_lev},AVER,LTAM_appetitive_trained_ON,-0.9275571800923824,0.21222313656682038,-0.03850739490652782,-0.7082428187157237
12,{ASIR}_{LTAM_aversive_trained_ON}_{LEIFLTAVTrained13BUT_onStep_lev},ASIR,LTAM_aversive_trained_ON,0.18638462883802445,0.13335787558556056,-0.11892647770217618,0.20233665602047027
13,{ADLL}_{naive_ON}_{LEIFnaive7BUT_onStep},ADLL,naive_ON,0.19422202485811776,0.1289250512145294,-0.13936012374252196,0.1939454551228533
14,{RMER}_{STAM_appetitive_mock_OFF}_{LEIFstapMock21BUT_offStep_lev},RMER,STAM_appetitive_mock_OFF,-0.24487796886936458,-0.12500349563713245,-0.37267751527933196,-0.7976756851889019
15,{ASJR}_{STAM_appetitive_trained_ON}_{LEIFstapTrained34BUT_onStep_lev},ASJR,STAM_appetitive_trained_ON,-0.6554792662826063,0.45293735395534707,1.3253527281533393,0.2379400840617153
16,{RMEL}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained416BUT_offStep_lev},RMEL,LTAM_appetitive_trained_OFF,-0.20287598490097666,0.2248741598676686,-0.04280825435530309,0.3354680444724174
17,{AWBL}_{STAM_appetitive_trained_ON}_{LEIFstapTrained22BUT_onStep_lev},AWBL,STAM_appetitive_trained_ON,-0.05197017251031676,-1.0656129606146274,-0.6235320514282732,-0.6396951637705243
18,{RIML}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK4BUT_onStep_lev},RIML,LTAM_aversive_mock_ON,-1.9255276747271206,1.22794117057347,2.065942669526715,0.04747316048876544
19,{ASGL}_{STAM_appetitive_trained_OFF}_{LEIFstapTrained12BUT_offStep_lev},ASGL,STAM_appetitive_trained_OFF,0.1329058901008229,0.059273554374796235,-0.057442505763788294,0.12208688097815683
20,{AIBL}_{STAM_aversive_trained_OFF}_{LEIFstavTrained24BUT_offStep_lev},AIBL,STAM_aversive_trained_OFF,-3.22414788767371,-0.42512583911524626,-1.3066933988008862,-2.083646675321377
21,{ADLR}_{STAM_appetitive_mock_ON}_{LEIFStapMOCK33BUT_onStep_lev},ADLR,STAM_appetitive_mock_ON,-0.40062506895050615,-0.3189693704795297,0.5066754442416902,0.1729303804685919
22,{AVAR}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained4BUT_onStep_lev},AVAR,LTAM_appetitive_trained_ON,-0.6968582845406119,0.20365044263959778,1.6967069605096223,-0.05112296122511345
23,{AVAL}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained416BUT_offStep_lev},AVAL,LTAM_appetitive_trained_OFF,-1.8232678835322351,-2.2861546835316626,-0.8130469712187407,-5.869749364721614
24,{AVAR}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained2BUT_onStep_lev},AVAR,LTAM_appetitive_trained_ON,-4.463031069000677,-4.286424512130718,3.119651592153357,-0.09756656457288555
25,{AWBL}_{STAM_appetitive_trained_OFF}_{LEIFstapTrained2BUT_offStep_lev},AWBL,STAM_appetitive_trained_OFF,0.7947487098387324,-0.010189655904710538,0.4736879538595313,-0.5031075235565629
26,{ASGR}_{LTAM_aversive_mock_OFF}_{LEIFLtavMOCK4BUT_offStep_lev},ASGR,LTAM_aversive_mock_OFF,0.10256389690155382,0.11523549694626821,-0.013034558765896126,0.09944968199786527
27,{AWCR}_{STAM_aversive_trained_ON}_{LEIFstavTrained22BUT_onStep_lev},AWCR,STAM_aversive_trained_ON,-0.16572658973357607,0.058730421127138645,0.31279077753872364,0.16436011713908472
28,{AVBL}_{STAM_appetitive_trained_OFF}_{LEIFstapTrained12BUT_offStep_lev},AVBL,STAM_appetitive_trained_OFF,0.8226171671507284,-1.3089256877520397,0.9112783036998318,-0.6853701714912512
29,{ASIL}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained614BUT_onStep_lev},ASIL,LTAM_appetitive_trained_ON,0.15371427398003112,0.09453581012602044,-0.07118943418917492,0.19521497869253107
30,{AWCR}_{STAM_appetitive_mock_OFF}_{LEIFStapMOCK34BUT_offStep_lev},AWCR,STAM_appetitive_mock_OFF,0.0342364170279233,0.1349365655931054,-0.02250103543821804,0.19919100154835892
31,{RMEV}_{LTAM_appetitive_mock_OFF}_{LEIFLTAPMock144But_offStep_lev},RMEV,LTAM_appetitive_mock_OFF,0.18033317891235698,-0.0844959070310915,0.03383130998870749,0.02291828506553048
32,{AWAL}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained314BUT_onStep_lev},AWAL,LTAM_appetitive_trained_ON,-0.22243742475283876,-2.2678491658988804,-0.7860326183492443,-2.128338816077693
33,{AVAL}_{STAM_aversive_trained_ON}_{LEIFstavTrained4BUT_onStep_lev},AVAL,STAM_aversive_trained_ON,0.17393117403314468,0.08447966401329668,-0.1889455239161749,0.1420147082367832
34,{ASKR}_{STAM_appetitive_trained_ON}_{LEIFstapTrained33BUT_onStep_lev},ASKR,STAM_appetitive_trained_ON,-0.5206455425115756,0.21420316053369579,-0.028242514773376082,0.02044910990877546
35,{AIBL}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK9BUT_onStep_lev},AIBL,LTAM_aversive_mock_ON,-0.44465838646563044,-0.8356395232076922,1.2194331620865029,-0.36058957515872303
36,{ADLL}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained6BUT_offStep_lev},ADLL,LTAM_appetitive_trained_OFF,0.2595843002813296,0.1406187144649381,-0.1480918489619743,0.19327898823506867
37,{ASKR}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained2BUT_onStep_lev},ASKR,LTAM_appetitive_trained_ON,-0.5007454394334332,-0.26651116686147514,0.3609886702731049,-0.11019899309113593
38,{ASHL}_{naive_ON}_{LEIFnaive7BUT_onStep},ASHL,naive_ON,-0.44235952327939493,-0.1895583824403818,0.35056431913278024,-0.39600253599912527
39,{AVER}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK10BUT_onStep_lev},AVER,LTAM_aversive_mock_ON,-0.7075427946056062,-0.19474405434619288,0.39187496427040736,-0.6742594287519064
40,{ASHL}_{STAM_appetitive_mock_OFF}_{LEIFStapMOCK35BUT_offStep_lev},ASHL,STAM_appetitive_mock_OFF,0.1319157581109943,0.2150644498015489,-0.02258029407554934,0.15396892986330335
41,{ASIR}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK14BUT_onStep_lev},ASIR,LTAM_aversive_mock_ON,-1.1267208861173528,-0.30286101601857246,2.013271614098483,-0.46812828951283353
42,{ASKR}_{STAM_appetitive_mock_ON}_{LEIFStapMOCK34BUT_onStep_lev},ASKR,STAM_appetitive_mock_ON,0.018168771448300657,0.03543727059902278,0.4689014587558003,-0.09879458957192506
43,{AVAR}_{naive_OFF}_{LEIFnaive3BUT_offStep_lev},AVAR,naive_OFF,-2.8253694217904717,-4.344634348244509,3.1623454410060012,-2.2228958726194166
44,{AVAR}_{STAM_aversive_mock_OFF}_{LEIFmockSTAV16BUT_offStep_lev},AVAR,STAM_aversive_mock_OFF,0.30152291478841886,1.7331539649938432,1.980534504974274,-0.8202172193779383
45,{AVHL}_{LTAM_aversive_trained_ON}_{LEIFltavTrained8BUT_onStep_lev},AVHL,LTAM_aversive_trained_ON,-0.03285066580701353,-0.06722633842882994,-0.03767167447691252,0.05680479838483422
46,{ADFL}_{STAM_appetitive_mock_ON}_{LEIFStapMOCK52BUT_onStep_lev},ADFL,STAM_appetitive_mock_ON,0.09352068711527063,-1.2206773871896681,0.1304084973686925,-0.7343007697828324
47,{ADLR}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK9BUT_onStep_lev},ADLR,LTAM_aversive_mock_ON,-0.2546115436302252,-0.19164247248935412,0.5920118136573822,-0.07228866175874922
48,{AWAL}_{LTAM_aversive_trained_ON}_{LEIFltavTrained8BUT_onStep_lev},AWAL,LTAM_aversive_trained_ON,0.421639958302615,-1.4841026915024635,-1.221886416414391,-1.9970883066502172
49,{AWAL}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained112BUT_onStep_lev},AWAL,LTAM_appetitive_trained_ON,0.19701770162457447,-0.5757002936110011,-0.19675748812804608,-0.1636080524203058
50,{ADLL}_{STAM_aversive_mock_OFF}_{LEIFmockSTAV21BUT_offStep_lev},ADLL,STAM_aversive_mock_OFF,0.22018363319025364,0.16397955356324237,-0.1601296706089147,0.19409343271006768
51,{ASHR}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK3BUT_onStep_lev},ASHR,LTAM_aversive_mock_ON,-0.2036275888724296,-0.2856603314918508,1.2290903671577835,-0.43537668323313206
52,{AWCL}_{LTAM_aversive_trained_OFF}_{LEIFLTAVTrained12BUT_offStep_lev},AWCL,LTAM_aversive_trained_OFF,1.0040617100171108,-0.770710634718721,0.32473022349011565,-1.2890765838294078
53,{ASIL}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained112BUT_onStep_lev},ASIL,LTAM_appetitive_trained_ON,0.25351918787879635,0.17670845504928281,-0.19412825781564078,0.21097650941445886
54,{RMEV}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained1BUT_offStep_lev},RMEV,LTAM_appetitive_trained_OFF,0.2626643162077799,0.1425532782364763,-0.16855707532189088,0.19798327626541962
55,{RMEL}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained5BUT_offStep_lev},RMEL,LTAM_appetitive_trained_OFF,0.00023511838426856844,0.008349324641713866,-0.2715747846567983,0.1503900151516679
56,{ADFL}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained2BUT_offStep_lev},ADFL,LTAM_appetitive_trained_OFF,0.29844068570043325,0.13930715477233055,-0.1559314497350578,0.1678661142575979
57,{AIBR}_{naive_ON}_{LEIFnaive7BUT_onStep},AIBR,naive_ON,-1.3942011672562171,0.5215358301136042,1.006936484689331,0.7297729872900289
58,{AVEL}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK13BUT_onStep_lev},AVEL,LTAM_aversive_mock_ON,-3.330114978214676,-0.0037469094954321416,0.07507340101710987,-0.62417780785576
59,{AWCL}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained314BUT_onStep_lev},AWCL,LTAM_appetitive_trained_ON,-0.1051756550788365,0.22821965621899062,0.09972383413042415,-0.026892862737098365
60,{RIVR}_{LTAM_aversive_trained_ON}_{LEIFLTAVTrained10BUT_onStep_lev},RIVR,LTAM_aversive_trained_ON,0.05991940398522275,0.14948589068381668,-0.0583071039426714,0.12938395109900264
61,{ASIR}_{STAM_aversive_trained_ON}_{LEIFstavTrained24BUT_onStep_lev},ASIR,STAM_aversive_trained_ON,0.16781623761816228,0.11801069272723942,-0.07685622007610016,0.1650200408131538
62,{AVER}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained614BUT_onStep_lev},AVER,LTAM_appetitive_trained_ON,0.19366266965273465,-0.03548063339858623,-0.08514613960128667,0.10722587994845105
63,{ASKL}_{STAM_appetitive_mock_OFF}_{LEIFstapMOCK39BUT_offStep_lev},ASKL,STAM_appetitive_mock_OFF,-0.33196759403101767,-0.11995241543947993,-0.014982962954936875,-0.09312391269875953
64,{ASIR}_{LTAM_aversive_trained_ON}_{LEIFltavTrained8BUT_onStep_lev},ASIR,LTAM_aversive_trained_ON,0.2563332461049814,0.14624875689903002,-0.1302087716340771,0.2098578618789047
65,{URXL}_{LTAM_aversive_trained_OFF}_{LEIFLTAVTrained12BUT_offStep_lev},URXL,LTAM_aversive_trained_OFF,1.4950224239106527,-2.822314364371608,0.32430285426441285,-1.2564275317088722
66,{AIBL}_{STAM_appetitive_mock_ON}_{LEIFStapMOCK35BUT_onStep_lev},AIBL,STAM_appetitive_mock_ON,-2.9052882281555172,1.719900451300552,-0.45205087669641575,-1.4705067696416052
67,{AIBL}_{STAM_appetitive_mock_ON}_{LEIFStapMOCK37BUT_onStep_lev},AIBL,STAM_appetitive_mock_ON,-1.0324232763456425,-3.559261843210764,0.5769582247479135,-1.0430067879843958
68,{AVAR}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained7BUT_onStep_lev},AVAR,LTAM_appetitive_trained_ON,-1.1229473291033352,0.3514131537092749,3.023458955925384,-0.16256930082585272
69,{AWAR}_{STAM_appetitive_mock_OFF}_{LEIFStapMOCK36BUT_offStep_lev},AWAR,STAM_appetitive_mock_OFF,0.03489996345951464,0.1456321891029248,0.2016771924442097,0.18025152874465902
70,{no_name3}_{naive_ON}_{LEIFnaive7BUT_onStep},no_name3,naive_ON,-0.06673757138979113,0.19638861360944324,0.030063715653605428,0.3516772266822084
71,{ADLL}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained3BUT_onStep_lev},ADLL,LTAM_appetitive_trained_ON,0.03967660726584832,0.10822227883769568,0.030094772970551492,-0.12843326544947575
72,{AINR}_{STAM_aversive_trained_ON}_{LEIFstavTrained2BUT_onStep_lev},AINR,STAM_aversive_trained_ON,-0.9966858844286496,-0.23734008784702815,-0.33053459955725206,-0.18961601196482525
73,{ASKR}_{STAM_appetitive_mock_ON}_{LEIFStapMOCK38BUT_onStep_lev},ASKR,STAM_appetitive_mock_ON,-0.7678793571212181,0.17859977850115527,-0.0028963959597742353,0.20305452359862655
74,{ASGL}_{STAM_appetitive_mock_OFF}_{LEIFStapMOCK35BUT_offStep_lev},ASGL,STAM_appetitive_mock_OFF,0.18823650441200188,0.0742422837632998,-0.09097210422070487,0.161269100815944
75,{ASIR}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained416But_onStep_lev},ASIR,LTAM_appetitive_trained_ON,0.1553422028992163,0.11293975369327157,-0.05200024884439962,0.2016303258508908
76,{AWBR}_{LTAM_aversive_mock_OFF}_{LEIFLtavMOCK10BUT_offStep_lev},AWBR,LTAM_aversive_mock_OFF,1.83205247377682,0.05197295730906301,0.6958471284861574,-0.6194874953833627
77,{ASJL}_{naive_OFF}_{LEIFnaive3BUT_offStep_lev},ASJL,naive_OFF,-0.3706837793270881,-1.6728705859024737,0.8218552192430246,-0.2747029813753627
78,{AVAL}_{STAM_appetitive_mock_OFF}_{LEIFStapMOCK35BUT_offStep_lev},AVAL,STAM_appetitive_mock_OFF,-2.72258728255241,0.00034526410657164785,-0.5746804022882293,-0.6084516227517613
79,{ASKR}_{STAM_aversive_mock_OFF}_{LEIFstavMock2BUT_offStep_lev},ASKR,STAM_aversive_mock_OFF,-0.8295712384233588,-0.3756154603209755,1.175832686023054,-0.0935169800469846
80,{ASHL}_{STAM_appetitive_trained_ON}_{LEIFstapTrained35BUT_onStep_lev},ASHL,STAM_appetitive_trained_ON,0.19419098538268242,-1.1559530235590396,0.6611804283783256,-0.8157800519132614
81,{ADLR}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained6BUT_offStep_lev},ADLR,LTAM_appetitive_trained_OFF,0.16834814386345923,0.09744004665553975,-0.12903171575844663,0.16266432304625714
82,{AIBR}_{STAM_aversive_trained_ON}_{LEIFstavTrained26BUT_onStep_lev},AIBR,STAM_aversive_trained_ON,-0.21772231184709906,-0.2875801738281498,-0.23742291760141154,0.05899357081752312
83,{AWAL}_{STAM_appetitive_mock_OFF}_{LEIFStapMOCK33BUT_offStep_lev},AWAL,STAM_appetitive_mock_OFF,0.13518529738591492,-0.14986098879560222,0.2577694217055134,0.1696859962382091
84,{AVDL}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained2BUT_onStep_lev},AVDL,LTAM_appetitive_trained_ON,-2.954109706444584,-2.0450377599511143,2.092682453766877,0.26050890607212857
85,{ASKR}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained213BUT_offStep_lev},ASKR,LTAM_appetitive_trained_OFF,-0.5094873995009725,0.06027460025422468,0.7405484350664642,0.19583395451498892
86,{ASHR}_{LTAM_aversive_trained_OFF}_{LEIFLTAVTrained7BUT_offStep_lev},ASHR,LTAM_aversive_trained_OFF,0.009167155660381796,-0.42795477152155886,0.7010410789859898,-0.39979744800496564
87,{AVAR}_{LTAM_aversive_mock_OFF}_{LEIFLtavMOCK4BUT_offStep_lev},AVAR,LTAM_aversive_mock_OFF,-3.085802525528764,1.675116278215476,3.0544095516128547,1.200721225072224
88,{no_name4}_{naive_OFF}_{LEIFnaive3BUT_offStep_lev},no_name4,naive_OFF,-0.21409711971339315,-1.5055533505170497,1.3166399089437906,-0.690521707681255
89,{AVER}_{STAM_aversive_mock_OFF}_{LEIFstavMock2BUT_offStep_lev},AVER,STAM_aversive_mock_OFF,-0.6038368493875063,0.4724250061658365,1.8085066420147669,-0.3771822396524983
90,{AVBL}_{STAM_appetitive_mock_ON}_{LEIFstapMOCK41BUT_onStep_lev},AVBL,STAM_appetitive_mock_ON,-0.5548166172718694,0.23728455356548736,-0.7713197835947796,-0.09898766714563176
91,{RIML}_{naive_OFF}_{LEIFnaive7BUT_offStep},RIML,naive_OFF,-0.8568068287853617,0.22411091797976465,-0.0767258058636581,-1.176594135411161
92,{ADLR}_{STAM_appetitive_trained_OFF}_{LEIFstapTrained34BUT_offStep_lev},ADLR,STAM_appetitive_trained_OFF,0.25262792047077587,-0.09039679118154381,0.07266644998642618,0.08612188664274706
93,{AWCL}_{STAM_appetitive_mock_ON}_{LEIFStapMOCK35BUT_onStep_lev},AWCL,STAM_appetitive_mock_ON,-0.01431935066934023,1.0041270474258226,0.40819749310408515,-0.2639615686954059
94,{ADFR}_{STAM_appetitive_mock_ON}_{LEIFStapMOCK53BUT_onStep_lev},ADFR,STAM_appetitive_mock_ON,0.44552257496442277,-1.059424375192689,-0.3999411708935383,0.12552640989325117
95,{RIMR}_{STAM_appetitive_mock_OFF}_{LEIFStapMOCK52BUT_offStep_lev},RIMR,STAM_appetitive_mock_OFF,-0.6743200854797112,0.7695072688855923,1.7521043697985943,-0.08233344115456671
96,{AVAR}_{STAM_aversive_trained_ON}_{LEIFstavTrained3BUT_onStep_lev},AVAR,STAM_aversive_trained_ON,0.47590273331248933,1.3995444152491914,2.243315915207915,-2.1174871964618847
97,{AVAL}_{STAM_appetitive_trained_OFF}_{LEIFstapTrained21BUT_offStep_lev},AVAL,STAM_appetitive_trained_OFF,-1.5047754547892604,-1.0173199209717876,-0.4971042828312306,-2.4808021180447457
98,{AWAR}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK13BUT_onStep_lev},AWAR,LTAM_aversive_mock_ON,1.499539472198378,-2.3961020689907127,-0.4131869826141536,-3.374656716159987
99,{ADFL}_{STAM_aversive_mock_OFF}_{LEIFmockSTAV16BUT_offStep_lev},ADFL,STAM_aversive_mock_OFF,0.3338862452213254,0.0685080158540157,-0.09672140171786678,0.16411254829063285
100,{no_name4}_{LTAM_appetitive_mock_ON}_{LEIFLTAPMock144But_onStep_lev},no_name4,LTAM_appetitive_mock_ON,-0.29114320644047986,-0.26981266319422054,0.0346051816203175,0.18492390224724564
101,{ASKR}_{STAM_aversive_trained_OFF}_{LEIFstavTrained4BUT_offStep_lev},ASKR,STAM_aversive_trained_OFF,-0.94083207003932,-0.4413460784565566,0.8171887671551253,0.2111340075577495
102,{ASKL}_{STAM_appetitive_trained_ON}_{LEIFstapTrained11BUT_onStep_lev},ASKL,STAM_appetitive_trained_ON,-0.9299341601676696,-0.4805417576513779,0.8219483039388464,-0.06900845352625733
103,{RIML}_{LTAM_aversive_trained_ON}_{LEIFLTAVTrained10BUT_onStep_lev},RIML,LTAM_aversive_trained_ON,-2.7451291754777265,0.5170216490353937,-0.5873812667773414,-0.4192950363134234
104,{AVAR}_{LTAM_aversive_trained_OFF}_{LEIFLTAVTrained4BUT_offStep_lev},AVAR,LTAM_aversive_trained_OFF,-1.6972847710672219,1.300373935889416,4.424892184107622,-0.20616429418148177
105,{ASIL}_{STAM_aversive_trained_ON}_{LEIFstavTrained2BUT_onStep_lev},ASIL,STAM_aversive_trained_ON,-0.6172430202241266,-0.3800221456700454,0.5293988930169156,-0.14155219336814473
106,{AVBR}_{LTAM_aversive_trained_ON}_{LEIFLTAVTrained4BUT_onStep_lev},AVBR,LTAM_aversive_trained_ON,-0.09519416940232021,0.5655814229619959,0.9566003369574351,-0.2263423927373736
107,{ASJR}_{STAM_aversive_trained_OFF}_{LEIFstavTrained4BUT_offStep_lev},ASJR,STAM_aversive_trained_OFF,-0.3269996835724711,-0.015062311845605952,-0.7460564763099548,-0.11340764818854476
108,{ASIL}_{STAM_appetitive_mock_ON}_{LEIFStapMOCK37BUT_onStep_lev},ASIL,STAM_appetitive_mock_ON,-0.1257352304314816,0.2776227004363599,0.24633463688253196,0.19495619620416163
109,{AWAL}_{STAM_appetitive_trained_OFF}_{LEIFstapTrained11BUT_offStep_lev},AWAL,STAM_appetitive_trained_OFF,0.19881160081693053,0.1368198131748633,-0.07570680953415916,0.14800835824317335
110,{RMEL}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK9BUT_onStep_lev},RMEL,LTAM_aversive_mock_ON,-0.5109639184684802,2.1755293478703617e-05,-0.7070348497677384,-0.011865286346117561
111,{AWCR}_{naive_ON}_{LEIFnaive8BUT_onStep_lev},AWCR,naive_ON,0.09276251551437589,0.17012563054776397,0.08005320541959968,0.18949438813542482
112,{AVAL}_{naive_OFF}_{LEIFnaive7BUT_offStep},AVAL,naive_OFF,-2.451835228573666,0.8930213958627325,-0.49610402841743895,-3.978688019703175
113,{AWBL}_{STAM_appetitive_trained_OFF}_{LEIFstapTrained12BUT_offStep_lev},AWBL,STAM_appetitive_trained_OFF,1.3280406617688676,0.003403452860890659,1.0136423820935547,-1.3983553460529268
114,{AVAL}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK8BUT_onStep_lev},AVAL,LTAM_aversive_mock_ON,-0.3800486674932231,-0.21237216922839988,0.19832619617495584,-0.0072866395087968815
115,{AWAL}_{STAM_appetitive_trained_ON}_{LEIFstapTrained35BUT_onStep_lev},AWAL,STAM_appetitive_trained_ON,0.5894129696205271,-0.01729130467979749,-0.1792085085974107,-1.8722508764833545
116,{AWAL}_{naive_OFF}_{LEIFnaive3BUT_offStep_lev},AWAL,naive_OFF,0.0386916017441442,0.04231860171339208,0.05675247877923216,0.0825350837737685
117,{RMEL}_{LTAM_appetitive_trained_ON}_{LEIFLTAPTrained314BUT_onStep_lev},RMEL,LTAM_appetitive_trained_ON,-0.20818768830803283,-0.3833334146016305,-0.07736862903068581,-0.3086183951980335
118,{AVBL}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained7BUT_offStep_lev},AVBL,LTAM_appetitive_trained_OFF,-0.0903617426115853,0.05632763306377883,0.08198684670344639,0.13535334928570977
119,{AWCL}_{STAM_appetitive_trained_OFF}_{LEIFstapTrained12BUT_offStep_lev},AWCL,STAM_appetitive_trained_OFF,-0.16160335961533748,-1.191398298881438,-0.34030708664915227,-0.13837364644339467
120,{AVAR}_{STAM_appetitive_mock_OFF}_{LEIFStapMOCK34BUT_offStep_lev},AVAR,STAM_appetitive_mock_OFF,-4.202239791776603,-2.075017941476292,0.9940127305293316,-3.9993980611800066
121,{ASKL}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK8BUT_onStep_lev},ASKL,LTAM_aversive_mock_ON,-0.26816600131284485,0.009605663287967983,0.13694848627851186,0.2532152803334184
122,{DEFAULT}_{LTAM_aversive_trained_OFF}_{LEIFLTAVTrained10BUT_offStep_lev},DEFAULT,LTAM_aversive_trained_OFF,-0.5241999190368327,0.1044179622118286,0.6174306139440016,0.6708788425692813
123,{AVAR}_{STAM_appetitive_trained_ON}_{LEIFstapTrained35BUT_onStep_lev},AVAR,STAM_appetitive_trained_ON,-2.3744543172776846,-1.2262551883761579,0.4620664911372711,-1.630706612851646
124,{ASIR}_{STAM_aversive_trained_OFF}_{LEIFstavTrained25BUT_offStep_lev},ASIR,STAM_aversive_trained_OFF,-0.02964615543584168,-0.2037880428808581,-0.330222724278654,0.264546144197346
125,{ASIR}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained7BUT_offStep_lev},ASIR,LTAM_appetitive_trained_OFF,0.22047852206862287,0.09201476708124094,-0.19710979821659314,0.17771625274563016
126,{AWAR}_{LTAM_appetitive_mock_OFF}_{LEIFLTAPMock144But_offStep_lev},AWAR,LTAM_appetitive_mock_OFF,-0.5083794939322662,0.2100864610454647,0.5187118724912093,0.40071211192069867
127,{ASKR}_{LTAM_aversive_trained_ON}_{LEIFLTAVTrained4BUT_onStep_lev},ASKR,LTAM_aversive_trained_ON,-0.947248209633174,0.5518605509525707,1.0148131087459886,0.14029425994857528
128,{ASIR}_{LTAM_aversive_mock_ON}_{LEIFLtavMOCK3BUT_onStep_lev},ASIR,LTAM_aversive_mock_ON,-0.03848017532387681,-0.06960610941427159,0.012155909812578714,0.05285533479922657
129,{RMER}_{STAM_appetitive_mock_ON}_{LEIFstapMock21BUT_onStep_lev},RMER,STAM_appetitive_mock_ON,-0.5512163868663595,-1.5065422644842472,-0.1902991841127419,0.4939539460504552
130,{ASKL}_{LTAM_appetitive_trained_OFF}_{LEIFLTAPTrained213BUT_offStep_lev},ASKL,LTAM_appetitive_trained_OFF,0.02371572473824329,0.1406064998388912,0.1729428189602905,0.1322400266948275
